openDate,10代,10歳未満,20代,30代,40代,50代,60代,70代,80代,90歳以上,非公表
2021-06-07,7,8,4,18,9,6,8,9,4,1,0
2021-06-08,8,6,3,15,8,4,7,9,3,1,0
2021-06-09,8,4,2,13,7,3,8,9,1,1,0
2021-06-10,7,5,1,9,7,3,8,8,0,1,0
2021-06-11,7,5,1,4,6,3,9,5,1,0,0
2021-06-12,6,5,2,1,4,3,8,5,1,0,0
2021-06-13,6,5,2,1,6,3,8,4,1,0,0
2021-06-14,6,4,2,1,6,4,7,4,1,0,0
2021-06-15,5,4,2,1,7,3,8,3,1,0,0
2021-06-16,4,3,2,1,6,4,6,3,1,0,0
2021-06-17,5,2,1,1,5,5,5,3,1,0,0
2021-06-18,4,2,2,0,5,3,2,2,0,0,0
2021-06-19,2,0,1,0,4,3,2,1,0,0,0
2021-06-20,2,0,1,0,2,3,1,0,0,0,0
2021-06-21,2,0,1,0,2,2,1,0,0,0,0
2021-06-22,2,0,2,0,0,2,0,0,0,0,0
2021-06-23,2,0,2,0,1,1,0,0,0,0,0
2021-06-24,0,0,2,0,1,0,0,0,0,0,0
2021-06-25,0,0,1,0,2,0,0,0,0,0,0
2021-06-26,2,0,3,0,3,0,0,0,0,0,0
2021-06-27,2,0,4,0,3,0,0,0,0,0,0
2021-06-28,3,0,4,0,3,0,0,0,0,0,0
2021-06-29,3,1,4,0,3,0,0,0,0,0,0
2021-06-30,3,2,4,1,2,0,0,0,0,0,0
2021-07-01,3,2,4,1,2,0,0,0,0,0,0
2021-07-02,3,2,4,2,1,0,0,0,0,0,0
2021-07-03,2,2,2,3,0,0,0,0,0,0,0
2021-07-04,2,2,1,3,0,0,0,0,0,0,0
2021-07-05,1,2,1,4,0,0,0,0,0,0,0
2021-07-06,2,1,1,4,1,0,0,0,0,0,0
2021-07-07,2,0,1,4,1,0,0,0,0,0,0
2021-07-08,2,0,2,4,3,1,0,0,0,0,0
2021-07-09,2,0,2,3,3,1,0,0,0,0,0
2021-07-10,1,0,2,2,3,1,0,0,0,0,0
2021-07-11,1,0,3,2,3,1,0,0,0,0,0
2021-07-12,1,0,3,1,3,1,0,0,0,0,0
2021-07-13,0,0,2,1,2,1,0,0,0,0,0
2021-07-14,0,0,2,0,2,1,0,0,0,0,0
2021-07-15,0,0,1,0,0,0,0,0,0,0,0
2021-07-16,0,0,2,0,0,0,0,0,0,0,0
2021-07-17,0,0,2,0,0,0,0,0,0,0,0
2021-07-18,0,0,1,0,0,0,0,0,0,0,0
2021-07-19,0,0,1,0,0,0,0,0,0,0,0
2021-07-20,0,0,1,0,0,0,0,0,0,0,0
2021-07-21,0,0,1,0,0,0,0,0,0,0,0
2021-07-22,0,0,2,1,0,0,0,0,0,0,0
2021-07-23,0,0,1,1,0,0,0,0,0,0,0
2021-07-24,0,0,1,1,0,0,0,0,0,0,0
2021-07-25,0,0,2,2,1,0,0,0,0,0,0
2021-07-26,0,0,2,2,1,1,0,0,0,0,0
2021-07-27,1,1,2,6,1,1,0,0,0,0,0
2021-07-28,3,2,4,7,3,1,0,0,0,0,0
2021-07-29,3,2,4,6,4,1,0,0,0,0,0
2021-07-30,3,2,5,6,4,1,0,0,0,0,0
2021-07-31,3,3,5,6,6,2,0,0,0,0,0
2021-08-01,3,3,5,6,6,2,0,0,0,0,0
2021-08-02,3,3,6,7,6,1,0,0,0,0,0
2021-08-03,2,2,7,4,7,2,0,0,0,0,0
2021-08-04,3,1,7,5,6,2,0,0,0,0,0
2021-08-05,3,4,12,10,7,2,0,0,0,0,0
2021-08-06,3,4,12,14,8,2,0,0,0,0,0
2021-08-07,4,3,15,18,8,4,0,0,0,0,0
2021-08-08,4,4,20,19,9,5,1,0,0,0,0
2021-08-09,4,4,27,22,9,6,1,0,0,0,0
2021-08-10,7,4,32,27,10,8,1,0,0,0,0
2021-08-11,5,6,34,30,12,11,3,0,0,0,0
2021-08-12,7,3,33,29,16,11,4,0,0,0,0
2021-08-13,11,5,37,32,16,13,10,0,0,0,0
2021-08-14,11,8,44,40,18,12,12,3,0,0,0
2021-08-15,15,9,46,44,19,13,13,4,0,0,0
2021-08-16,25,12,46,42,25,14,13,4,0,0,0
2021-08-17,22,12,48,40,25,14,14,4,1,0,0
2021-08-18,24,12,48,38,26,11,12,4,1,0,0
2021-08-19,24,12,44,37,22,12,11,5,1,0,0
2021-08-20,23,12,45,36,23,11,6,7,1,0,0
2021-08-21,26,11,38,27,23,11,4,5,1,0,0
2021-08-22,23,10,38,24,22,9,3,4,1,0,0
2021-08-23,14,7,34,22,16,7,5,5,1,1,0
2021-08-24,14,13,34,25,21,7,6,6,1,1,0
2021-08-25,13,13,36,26,22,12,8,6,1,1,0
2021-08-26,11,25,37,27,21,11,8,6,1,2,0
2021-08-27,12,24,36,26,22,13,17,13,14,4,0
2021-08-28,12,25,36,23,23,13,18,14,14,5,0
2021-08-29,15,24,33,24,24,15,19,14,14,5,0
2021-08-30,15,25,30,29,27,17,17,13,15,4,0
2021-08-31,17,22,24,26,26,14,17,12,14,5,0
2021-09-01,16,21,22,24,22,12,17,14,15,7,0
2021-09-02,16,9,23,20,22,17,20,14,15,6,0
2021-09-03,14,11,20,16,21,14,11,6,4,4,0
2021-09-04,25,13,18,21,18,15,12,4,4,3,0
2021-09-05,21,13,13,18,15,13,10,5,5,4,0
2021-09-06,22,14,14,15,12,11,10,5,4,4,0
2021-09-07,20,13,13,14,7,11,8,6,5,3,0
2021-09-08,20,12,12,13,7,8,6,5,4,2,0
2021-09-09,21,15,9,18,7,4,3,5,4,2,0
2021-09-10,19,12,7,17,6,5,2,4,2,2,0
2021-09-11,5,7,6,13,4,2,0,5,2,2,0
2021-09-12,5,7,6,12,5,2,0,4,1,1,0
2021-09-13,4,5,5,11,5,3,0,4,1,1,0
2021-09-14,7,3,6,11,5,3,0,3,0,1,0
2021-09-15,7,3,4,13,6,5,0,3,4,2,0
2021-09-16,6,0,5,8,5,4,2,2,5,2,0
2021-09-17,7,2,5,9,5,4,2,2,5,2,0
2021-09-18,6,2,7,9,7,4,2,1,7,2,0
2021-09-19,6,2,9,9,7,4,2,1,7,2,0
2021-09-20,5,2,9,9,7,3,2,1,7,2,0
2021-09-21,2,2,7,6,6,3,2,1,7,2,0
2021-09-22,1,2,7,3,4,1,2,0,3,0,0
2021-09-23,1,2,7,4,4,2,0,0,2,0,0
2021-09-24,0,0,8,3,3,1,0,0,2,0,0
2021-09-25,1,0,6,2,1,1,0,0,0,0,0
2021-09-26,1,0,4,2,0,1,0,0,0,0,0
2021-09-27,1,0,3,1,0,1,0,0,0,0,0
2021-09-28,1,0,3,1,0,1,1,1,0,0,0
2021-09-29,1,0,3,1,1,1,2,3,0,0,0
2021-09-30,2,0,3,0,1,0,2,3,0,0,0
2021-10-01,2,0,2,0,1,0,3,3,0,0,0
2021-10-02,1,0,2,0,1,0,3,3,0,0,0
2021-10-03,1,0,2,0,1,0,3,3,0,0,0
2021-10-04,1,0,2,0,1,0,3,3,0,0,0
2021-10-05,2,2,2,1,1,0,2,2,0,0,0
2021-10-06,2,2,2,1,0,0,2,1,0,0,0
2021-10-07,1,2,1,1,0,0,3,1,0,0,0
